Entity1,Entity2,GPT_only_response,GPT_Travily_response,y_true,ChatGPT40-mini_baseline_y_pred,WebRag_y_pred
 Title: 1TB Backup Plus Slim - Blue  Price: 99.99 NZD  Description: Textured metal finish fits in with modern lifestyle elements.,"Brand: Western Digital Technologies Inc  Title: WD Black 1TB High-Performance NVMe PCIe Internal SSD - M.2 2280, 8 Gb s - WDS100T2X0C  Price: 159.99 USD  Description: Introducing the WD Black NVMe SSD: the driving force behind everything you do. Featuring sequential read write speeds up to 3,400 2,800 MB s, and the innovative Western Digital Spectrum storage architecture, it’s where blazing speed, top-tier performance, and Western Digital 3D NAND technology combine. With up to 600TBW (for 1000GB capacity) and 1.75M hours MTTF, the WD Black NVMe SSD is the virtually invincible SSD you can rely on.Sequential read speeds up to 3,400MB s (for 1000GB and 500GB m","('No, 85%',)","('No, 90%',)",0,0,0
Brand: Specialized  Title: Specialized Tire Butcher 29 x 2.6 Black Diamond 2 bliss  Price: 69.95 AUD, Title: Aspire Cleito 3.5ml Glass  Price: 4.99 USD  Description: The Aspire Cleito 3.5mL replacement glass is the original glass installed on the Cleito. Designed for the Cleito tank or the Nautilus X 4mL with adapter kit.,"('No, 95%',)","('No, 99%',)",0,0,0
" Title: Remo 10\"" Emperor Coated Tom  Snare head.  Price: 16.70 GBP  Description: Remo 10\"" Emperor Coated Tom  Snare head.The Remo Emperor Coated heads are much warmer and more durable than its Remo Clear Head counterpart. Their building blocks are the same with the two 7-mil, free floating film that resonate the lush, warm open tones. This head is consistently popular with Pop, Rock and R&B drummers.Code:BE-0110-00"," Title: Remo 16\"" CS Coated Floor Tom Head  Price: 24.90 GBP  Description: Remo 16\"" CS Coated Floor Tom Head.This Remo Coated Controlled Sounddrumhead isalso known as the CS series. These Remo drumheads boastmedium and heavy-duty characteristics. With the outerarea of the head’s playing surface. The Remo 16\"" CS Coated Snare head offers up mid-range tones and sensitivity to the player.Code:CS-0116-10","('No, 95%',)","('No, 90%',)",0,0,0
" Title: Uni Pc3M Posca Marker Gold  Price: 2.94 GBP  Description: Uni POSCA PC-3M water-based pigment ink marker. Writes on virtually any surface with no bleed through on paper. Polyester bullet-shaped nib writes a 0.9 - 1.3mm line. Uni POSCA markers use water-based pigment ink to produce poster-like vibrant colours. Writes on metal, glass, plastic, stone, etc. - virtually any surface. Non-bleed ink doesnt feather and doesnt bleed through paper, unlike alcohol-based markers. Writes on sketches, photographs and fabrics. Easily removed from glass - ideal for temporary signs on windows, windscreens, etc. Let dry after application and new ink can completely cover the previous colour.","Brand: Continental  Title: Schlauch Conti MTB 26 26x1.75 2.50\"" 47 62-559 AV 40mm  Price: 5 EUR  Description: CONTINENTALSchlucheAutoventilHerstellernummer: 181611EAN: 4019238556698google_merchant_with_skonto: 1unicorn|real|RepricerMinimumPriceAbsolute: 6.77000000","('No, 100%',)","('No, 0%',)",0,0,0
 Title: Targus Magnetic 12inch Screen For MacBook  Price: 0.0E0 EUR  Description: Targus Magnetic 12inch Screen For MacBook," Title: Targus Privacy Screen 12.1"" Widescreen Laptops  Price: 70.49 GBP  Description: This is a Targus global product, Protect the information on your screen display from unwanted viewing, Anti glare â Non reflective screen helps reduce eyestrain","('No, 90%',)","('No, 85%',)",0,0,0
Brand: Ice-Watch  Title: Ice-Watch001256 ICE Skull Uhr  Price: 59.96 EUR  Description: Blue & Gold Silicone Watch Size Medium, Title: iPad 2017 32GB Zwart Wifi + 4G (A grade)  Price: 349.00 EUR,"('No, 100%',)","('No, 100%',)",0,0,0
" Title: CLASSIC 10' CABLE WITH RIGHT ANGLE WHITE  Price: 4.395E1 AUD  Description: Ernie Ball instrument cables feature a high-quality design made with superior components that are built to last. Dual-conductors deliver reliably clear tone with crisp highs, tight mids, and rich harmonics. Multiple shielding materials preserve the signal with low handling noise, and the durable PVC jacket exterior ensures long-lasting performance. Cable length 10ft (3.05m).","Brand: Bosch  Title: Bosch WIW28500GB Built In Washing Machine  Price: 819.99 GBP  Description: Bosch is giving you an 8kg load and 1400rpm spin speed in this integrated washing machine. It features Bosch innovative technology such as AquaStop which gives a 100% guarantee against water damage. 3D AquaSpa is a water cascade designed to penetrate the clothes more effectively for even better wash results. You will benefit from specialised wash programmes which include sensitive, super quick, wool, delicates and reduced ironing. This machine comes with an impressive A+++ energy rating so you can be sure that whilst treating your clothes to all this care and attention your pockets will benefit too!Never miss an item again. Reload by Bosch.For any forgotten items of laundry, Reload by Bosch allows you to add or remove clothing to your washes. Just stop the running cycle and open the door of the washing maching to simply reload your additional items into the drum and continue the wash.AntiVibration sidewall: more stability and less vibration.The new design of the side walls is not only eye catching: the system also provides more stability and reduces vibration. The enhanced insulation also regulates noise levels, making Bosch dryers very quiet.DrumClean ReminderAfter 20 cycles operating under 40℃, your washing machine will automatically remind you to clean the drum using the 'DrumClean' program. Ensuring your clothes are properly cleaned to perfection.Save time or energy – and always get perfectly clean laundry.Everyone wants to save energy when washing. But on some days, speed is more important. Especially when you’re in a hurry. Thanks to VarioPerfect, you can keep both options open – without compromising performance. Simply choose between the SpeedPerfect or EcoPerfect functions in the menu to set most of the programmes to run more quickly or more efficiently. This helps you reduce your washing time by up to 65% or your energy consumption by up to 50%*. But no matter what you decide – your washing result will always be the same: 100% perfect. (*Basis: Difference between the duration of the Cottons 40 °C programme + pressing the EcoPerfect button and the duration of the Cottons 40 °C programme + pressing the SpeedPerfect button.)","('No, 100%',)","('No, 0%',)",0,0,0
"Brand: Targus  Title: Privacy Screen 22\""W (16:10)  Price: 103,99 EUR", Title: TARGUS Privacy Screen 22inch Widescreen  Price: 63.5 EUR,"('No, 75%',)","('Yes, 95%',)",1,0,1
" Title: Cruzer Glide USB Flashdrive - 32GB  Price: 19.99 NZD  Description: Secure and reliable portable storage with USB 3.0 performance and high capacities make it ideal for all your photos, videos, music, and other files."," Title: Gas on Steel Cooktop, 90cm, Flush Fit  Description: Designed to fit flush into your kitchen benchtop, this large cooktop creates a seamless look and easy cleaning.","('No, 100%',)","('No, I am 100% certain.',)",0,0,0
 Title: Skout's Honor Probiotic Shampoo + Conditioner Dog of the Woods (Sandalwood Vanilla) 16oz  Price: 2.999E1 USD  Description: Probiotic Shampoo Plus Conditioner Dog of the Woods,Brand: SKOUTS HONOR  Title: SKOUTS HONOR SKOUT'S HONOR SHAM COND 16OZ  Price: 20.99 USD,"('No, 85%',)","('No, 85%',)",1,0,0
Brand: Dier  Title: EPSON WF-C8190   WF-C8690 INK CARTRIDGE XXL MAV  Price: 1005.03 TRY  Description: EPSON C13T04A240  WF-C8190   WF-C8690 yazclar iin Kartu XXL MAV 8000 sayfa, Title: Epson Ink T04A2 XXL Cyan  Price: 1395.00 DKK  Description: WorkfForce Pro C8190   C8690,"('No, 80%',)","('No, 75%',)",1,0,0
 Title: BlueSolar PWM-Light 12 24V-30A  Price: 82.05 AUD  Description: SCC010030020," Title: BLUE SOLAR PWM-PRO 12 24V 10A  Description: The BlueSolar PWM-Pro series is ready for use with its default settings. It also is fully programmable: - With help of a computer and software - With the dedicated BlueSolar Pro Remote Panel.Features- Lighting control function, fully programmable.- Three stage battery charging (bulk, absorption, float), fully programmable.- Integrated battery monitor function (Remote Panel needed to display state of charge).- Load output with low voltage disconnect and manual control (default setting).- Optional external temperature sensor.- Load output protected against over load and short circuit.- Protected against reverse polarity connection of the solar array and or battery.","('No, 70%',)","('No, 80%',)",0,0,0
"Brand: Shimano  Title: Shimano Deore XT BL-M8100 BR-M8120 Disc Brake and Lever - Rear, Hydraulic, Post Mount, 4-Piston, Finned Metal Pads, Black  Price: 284.99 CAD"," Title: Deore XT BL-M8100 BR-M8120 Disc Brake and Lever  Price: 209.99 USD  Description: With a focus on reduced weight and cross-country tuned stopping power, Shimano Deore XT brakes provide intuitive modulation so that you can explore your limits with confidence. The levers feature...","('Yes, 90%',)","('Yes, 95%',)",0,1,1
 Title: Ernie Ball Standard Instrument Cable - 10' Straight Straight  Price: 19.99 USD  Description: Ernie Ball Standard Instrument Cable - 10' Straight Straight,"Brand: Ernie Ball  Title: Ernie Ball Instrument Cable, iled, Black, 30ft"", ""Size: Cab  Price: 33.99 GBP  Description: Ernie Ball Instrument Cables feature a high-end design made with superior components that are built to last.Instrument Cables transmit a clean transparent signal that is superbly quiet while accurately and faithfully delivering all the frequencies your instrument produces.These cables feature a dual-shielded, dual-conductor design and custom shell casing resulting in a tangle-resistant cable with clear sound, low handling noise, and roadworthy durability. 99.99% oxygen-free copper to resist corrosion. Flexible, tangle resistant construction. Dual-shielded, dual-conductor design for durability and low noise. Voiced for a natural, transparent sound with balanced frequency response. Durable shell casing for lasting performance.EB6049 EB6048 EB6047 EB6046 EB6045 EB6044","('No, 85%',)","('No, 70% certain.',)",0,0,0
 Title: Epson A4 Glossy Photo Paper 20 Sheets  Price: 9.96 GBP  Description: Epson A4 Glossy Photo Paper 20 Sheets," Title: EPSON S041287 premium glossy photo paper 255g m², A4 20vel","('Yes, 90%',)","('No, 80%',)",0,1,0
" Title: Uni Pc3M Posca Marker Gold  Price: 2.94 GBP  Description: Uni POSCA PC-3M water-based pigment ink marker. Writes on virtually any surface with no bleed through on paper. Polyester bullet-shaped nib writes a 0.9 - 1.3mm line. Uni POSCA markers use water-based pigment ink to produce poster-like vibrant colours. Writes on metal, glass, plastic, stone, etc. - virtually any surface. Non-bleed ink doesnt feather and doesnt bleed through paper, unlike alcohol-based markers. Writes on sketches, photographs and fabrics. Easily removed from glass - ideal for temporary signs on windows, windscreens, etc. Let dry after application and new ink can completely cover the previous colour."," Title: Uni Pc5M Posca Marker Metallic Red  Price: 3.24 GBP  Description: Uni POSCA PC-5M water-based pigment ink marker. Writes on virtually any surface with no bleed through on paper. Polyester bullet-shaped nib writes a 1.8 - 2.5mm line. Uni POSCA markers use water-based pigment ink to produce poster-like vibrant colours. Writes on metal, glass, plastic, stone, etc. - virtually any surface. Non-bleed ink doesnt feather and doesnt bleed through paper, unlike alcohol-based markers. Writes on sketches, photographs and fabrics. Easily removed from glass - ideal for temporary signs on windows, windscreens, etc. Let dry after application and new ink can completely cover the previous colour.","('No, 90%',)","('No, 85%',)",0,0,0
"Brand: Flash Furniture  Title: Commercial Grade 30\"" High Backless Yellow Metal Indoor-Outdoor Barstool with Square Seat  Price: 38.49 USD  Description: Let the clean lines and simple design of this square, industrial style barstool add a modern appearance to your home or business with this colorful bar height stool. This space-saving stool is stackable making it great for storing. This stool features a backless, lightweight design that is easy to move from your dining room to the patio or sidewalk. A cross brace underneath the seat adds extra stability and features plastic caps that prevent the finish from scratching when stacked. The lower support brace doubles as a footrest and protective floor glides prevent damage to flooring. This all-weather use stool is great for indoor and outdoor settings. For longevity, care should be taken to protect from long periods of wet weather. The unique design of this backless stool gives it the versatility to be used in multiple spaces.", Title: 30'' HIGH BACKLESS METAL INDOOR-OUTDOOR BARSTOOL WITH SQUARE SEAT  Price: 41.65 USD  Description: Shipping Weight: 15 lbs. Seat Size: 12''W x 12''D Seat Height: 30''H Overall Width: 17''W Overall Depth: 17''D Overall Height: 30''H Weight Capacity: 500.000 lbs. Outbound Shipping: **4 Per Box** Additional Info: Stackable Industrial Style Modern Stool 500 lb. Weight Capacity Stacks 4 to 8 High Backless Design Drain Hole in Seat Seat Size: 12''W Powder Coat Finish Galvanized Steel Construction Cross Brace under seat provides extra stability Plastic Caps on cross brace protect finish when stacked Footrest Protective Plastic Floor Glides Lightweight Design Designed for Indoor and Outdoor Use Designed for Commercial and Residential Use,"('Yes, 95%',)","('No, 70%',)",0,1,0
